tick_id,day,route_id,recovery_before,route_choice_effect,forecast_effect,task_effect,drill_effect,reload_effect,recovery_after,consequence_after_reload,visible_recovery_marker
658,42,central_repair_ring,0.94,0.002,0.0,0.036,0.0,0.0,0.94,False,central_repair_ring:0.94
659,42,riverbend_roofward,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,riverbend_roofward:0.94
660,42,roofward_archive,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
661,42,archive_signal,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
662,42,signal_orchard,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
663,42,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
664,42,central_repair_ring,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
665,42,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
666,42,roofward_archive,0.94,0.002,0.0,0.028,0.0,0.0,0.94,False,roofward_archive:0.94
667,42,archive_signal,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
668,42,signal_orchard,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
669,42,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
670,42,central_repair_ring,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
671,42,riverbend_roofward,0.94,0.002,0.0,0.0,0.0,0.006,0.94,True,riverbend_roofward:0.94
672,43,roofward_archive,0.94,0.002,0.01,0.0,0.0,0.006,0.94,True,roofward_archive:0.94
673,43,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
674,43,signal_orchard,0.94,0.002,0.0,0.036,0.0,0.0,0.94,False,signal_orchard:0.94
675,43,orchard_riverbend,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,orchard_riverbend:0.94
676,43,central_repair_ring,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
677,43,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
678,43,roofward_archive,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
679,43,archive_signal,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,archive_signal:0.94
680,43,signal_orchard,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
681,43,orchard_riverbend,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
682,43,central_repair_ring,0.94,0.012,0.01,0.036,0.0,0.006,0.94,True,central_repair_ring:0.94
683,43,riverbend_roofward,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,riverbend_roofward:0.94
684,43,roofward_archive,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
685,43,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
686,43,signal_orchard,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,signal_orchard:0.94
687,43,orchard_riverbend,0.94,0.002,0.0,0.0,0.0,0.006,0.94,False,orchard_riverbend:0.94
688,44,central_repair_ring,0.94,0.002,0.01,0.0,0.0,0.006,0.94,True,central_repair_ring:0.94
689,44,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
690,44,roofward_archive,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
691,44,archive_signal,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,archive_signal:0.94
692,44,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
693,44,orchard_riverbend,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
694,44,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
695,44,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
696,44,roofward_archive,0.94,0.002,-0.006,0.0,0.0,0.0,0.936,False,roofward_archive:0.94
697,44,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
698,44,signal_orchard,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,signal_orchard:0.94
699,44,orchard_riverbend,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
700,44,central_repair_ring,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
701,44,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
702,44,roofward_archive,0.936,0.002,0.0,0.028,0.0,0.0,0.94,False,roofward_archive:0.94
703,44,archive_signal,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,archive_signal:0.94
704,45,signal_orchard,0.94,0.012,0.01,0.0,0.0,0.006,0.94,True,signal_orchard:0.94
705,45,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
706,45,central_repair_ring,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,central_repair_ring:0.94
707,45,riverbend_roofward,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,riverbend_roofward:0.94
708,45,roofward_archive,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
709,45,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
710,45,signal_orchard,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
711,45,orchard_riverbend,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,orchard_riverbend:0.94
712,45,central_repair_ring,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
713,45,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,riverbend_roofward:0.94
714,45,roofward_archive,0.94,0.002,0.0,0.028,0.0,0.0,0.94,False,roofward_archive:0.94
715,45,archive_signal,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,archive_signal:0.94
716,45,signal_orchard,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
717,45,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
718,45,central_repair_ring,0.94,0.002,0.0,0.036,0.0,0.0,0.94,False,central_repair_ring:0.94
719,45,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,riverbend_roofward:0.94
720,46,roofward_archive,0.94,0.002,0.01,0.0,0.0,0.006,0.94,True,roofward_archive:0.94
721,46,archive_signal,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,archive_signal:0.94
722,46,signal_orchard,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,signal_orchard:0.94
723,46,orchard_riverbend,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,orchard_riverbend:0.94
724,46,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
725,46,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
726,46,roofward_archive,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
727,46,archive_signal,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
728,46,signal_orchard,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
729,46,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
730,46,central_repair_ring,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
731,46,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
732,46,roofward_archive,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
733,46,archive_signal,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,archive_signal:0.94
734,46,signal_orchard,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,signal_orchard:0.94
735,46,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,orchard_riverbend:0.94
736,47,central_repair_ring,0.94,0.002,0.01,0.0,0.0,0.006,0.94,True,central_repair_ring:0.94
737,47,riverbend_roofward,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
738,47,roofward_archive,0.94,0.002,0.01,0.028,0.0,0.0,0.94,False,roofward_archive:0.94
739,47,archive_signal,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,archive_signal:0.94
740,47,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
741,47,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
742,47,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
743,47,riverbend_roofward,0.94,0.002,0.0,0.0,0.012,0.0,0.94,False,riverbend_roofward:0.94
744,47,roofward_archive,0.94,0.002,0.01,0.0,0.0,0.006,0.94,True,roofward_archive:0.94
745,47,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
746,47,signal_orchard,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,signal_orchard:0.94
747,47,orchard_riverbend,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,orchard_riverbend:0.94
748,47,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
749,47,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
750,47,roofward_archive,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
751,47,archive_signal,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,archive_signal:0.94
752,48,orchard_riverbend,0.94,0.002,0.01,0.0,0.0,0.006,0.94,True,orchard_riverbend:0.94
753,48,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
754,48,riverbend_roofward,0.94,0.012,-0.006,0.036,0.0,0.0,0.94,False,riverbend_roofward:0.94
755,48,roofward_archive,0.94,0.002,0.0,0.0,0.012,0.0,0.94,False,roofward_archive:0.94
756,48,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
757,48,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
758,48,orchard_riverbend,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
759,48,central_repair_ring,0.94,0.002,0.0,0.0,0.012,0.0,0.94,False,central_repair_ring:0.94
760,48,riverbend_roofward,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
761,48,roofward_archive,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
762,48,archive_signal,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,archive_signal:0.94
763,48,signal_orchard,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,signal_orchard:0.94
764,48,orchard_riverbend,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
765,48,central_repair_ring,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
766,48,riverbend_roofward,0.94,0.012,0.01,0.036,0.0,0.0,0.94,False,riverbend_roofward:0.94
767,48,roofward_archive,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,roofward_archive:0.94
768,49,archive_signal,0.94,0.012,0.01,0.0,0.0,0.006,0.94,True,archive_signal:0.94
769,49,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
770,49,orchard_riverbend,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
771,49,central_repair_ring,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,central_repair_ring:0.94
772,49,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
773,49,roofward_archive,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
774,49,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
775,49,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,signal_orchard:0.94
776,49,orchard_riverbend,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
777,49,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
778,49,riverbend_roofward,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,riverbend_roofward:0.94
779,49,roofward_archive,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,roofward_archive:0.94
780,49,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
781,49,signal_orchard,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
782,49,orchard_riverbend,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,orchard_riverbend:0.94
783,49,central_repair_ring,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,central_repair_ring:0.94
784,50,riverbend_roofward,0.94,0.012,0.01,0.0,0.0,0.006,0.94,True,riverbend_roofward:0.94
785,50,roofward_archive,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
786,50,archive_signal,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,archive_signal:0.94
787,50,signal_orchard,0.94,0.002,0.0,0.0,0.012,0.0,0.94,False,signal_orchard:0.94
788,50,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
789,50,central_repair_ring,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
790,50,riverbend_roofward,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
791,50,roofward_archive,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,roofward_archive:0.94
792,50,archive_signal,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,archive_signal:0.94
793,50,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
794,50,orchard_riverbend,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,orchard_riverbend:0.94
795,50,central_repair_ring,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,central_repair_ring:0.94
796,50,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
797,50,roofward_archive,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
798,50,archive_signal,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,archive_signal:0.94
799,50,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,signal_orchard:0.94
800,51,orchard_riverbend,0.94,0.012,0.01,0.0,0.0,0.006,0.94,True,orchard_riverbend:0.94
801,51,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
802,51,riverbend_roofward,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,riverbend_roofward:0.94
803,51,roofward_archive,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
804,51,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
805,51,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
806,51,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,orchard_riverbend:0.94
807,51,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
808,51,riverbend_roofward,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
809,51,roofward_archive,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
810,51,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
811,51,signal_orchard,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,signal_orchard:0.94
812,51,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
813,51,central_repair_ring,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
814,51,riverbend_roofward,0.94,0.002,0.0,0.036,0.0,0.0,0.94,False,riverbend_roofward:0.94
815,51,roofward_archive,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,roofward_archive:0.94
816,52,archive_signal,0.94,0.012,0.01,0.0,0.0,0.006,0.94,True,archive_signal:0.94
817,52,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
818,52,orchard_riverbend,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,orchard_riverbend:0.94
819,52,central_repair_ring,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,central_repair_ring:0.94
820,52,riverbend_roofward,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
821,52,roofward_archive,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
822,52,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
823,52,signal_orchard,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,signal_orchard:0.94
824,52,orchard_riverbend,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
825,52,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
826,52,riverbend_roofward,0.94,0.002,0.0,0.036,0.0,0.0,0.94,False,riverbend_roofward:0.94
827,52,roofward_archive,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,roofward_archive:0.94
828,52,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
829,52,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
830,52,orchard_riverbend,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
831,52,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.006,0.94,False,central_repair_ring:0.94
832,53,riverbend_roofward,0.94,0.012,0.01,0.0,0.0,0.006,0.94,True,riverbend_roofward:0.94
833,53,roofward_archive,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
834,53,archive_signal,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,archive_signal:0.94
835,53,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
836,53,orchard_riverbend,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
837,53,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.006,0.94,False,central_repair_ring:0.94
838,53,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
839,53,roofward_archive,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,roofward_archive:0.94
840,53,archive_signal,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,archive_signal:0.94
841,53,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
842,53,orchard_riverbend,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,orchard_riverbend:0.94
843,53,central_repair_ring,0.94,0.002,0.0,0.0,0.012,0.0,0.94,False,central_repair_ring:0.94
844,53,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
845,53,roofward_archive,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
846,53,archive_signal,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,archive_signal:0.94
847,53,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,signal_orchard:0.94
848,54,central_repair_ring,0.94,0.002,0.01,0.0,0.0,0.006,0.94,True,central_repair_ring:0.94
849,54,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
850,54,roofward_archive,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
851,54,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
852,54,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
853,54,orchard_riverbend,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
854,54,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
855,54,riverbend_roofward,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,riverbend_roofward:0.94
856,54,roofward_archive,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
857,54,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
858,54,signal_orchard,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,signal_orchard:0.94
859,54,orchard_riverbend,0.94,0.002,0.0,0.0,0.012,0.0,0.94,False,orchard_riverbend:0.94
860,54,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
861,54,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
862,54,roofward_archive,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,roofward_archive:0.94
863,54,archive_signal,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,archive_signal:0.94
864,55,signal_orchard,0.94,0.002,0.01,0.0,0.0,0.006,0.94,True,signal_orchard:0.94
865,55,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
866,55,central_repair_ring,0.94,0.002,0.0,0.028,0.0,0.0,0.94,False,central_repair_ring:0.94
867,55,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
868,55,roofward_archive,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,roofward_archive:0.94
869,55,archive_signal,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
870,55,signal_orchard,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
871,55,orchard_riverbend,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,orchard_riverbend:0.94
872,55,central_repair_ring,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
873,55,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
874,55,roofward_archive,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,roofward_archive:0.94
875,55,archive_signal,0.94,0.002,0.0,0.0,0.012,0.0,0.94,False,archive_signal:0.94
876,55,signal_orchard,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
877,55,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
878,55,central_repair_ring,0.94,0.012,0.01,0.036,0.0,0.0,0.94,False,central_repair_ring:0.94
879,55,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,riverbend_roofward:0.94
880,56,roofward_archive,0.94,0.002,0.01,0.0,0.0,0.006,0.94,True,roofward_archive:0.94
881,56,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
882,56,signal_orchard,0.94,0.002,0.0,0.036,0.0,0.0,0.94,False,signal_orchard:0.94
883,56,orchard_riverbend,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
884,56,central_repair_ring,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
885,56,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
886,56,roofward_archive,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
887,56,archive_signal,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,archive_signal:0.94
888,56,signal_orchard,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
889,56,orchard_riverbend,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
890,56,central_repair_ring,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
891,56,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
892,56,roofward_archive,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
893,56,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
894,56,signal_orchard,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,signal_orchard:0.94
895,56,orchard_riverbend,0.94,0.012,0.01,0.0,0.0,0.006,0.94,True,orchard_riverbend:0.94
896,57,central_repair_ring,0.94,0.012,0.01,0.0,0.0,0.006,0.94,True,central_repair_ring:0.94
897,57,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
898,57,roofward_archive,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,roofward_archive:0.94
899,57,archive_signal,0.94,0.012,0.0,0.0,0.012,0.006,0.94,True,archive_signal:0.94
900,57,signal_orchard,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
901,57,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
902,57,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
903,57,riverbend_roofward,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,riverbend_roofward:0.94
904,57,roofward_archive,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
905,57,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
906,57,signal_orchard,0.94,0.002,0.01,0.036,0.0,0.0,0.94,False,signal_orchard:0.94
907,57,orchard_riverbend,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,orchard_riverbend:0.94
908,57,central_repair_ring,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
909,57,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
910,57,roofward_archive,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
911,57,archive_signal,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,archive_signal:0.94
912,58,signal_orchard,0.94,0.012,0.01,0.0,0.0,0.006,0.94,True,signal_orchard:0.94
913,58,orchard_riverbend,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
914,58,central_repair_ring,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,central_repair_ring:0.94
915,58,riverbend_roofward,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,riverbend_roofward:0.94
916,58,roofward_archive,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
917,58,archive_signal,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,archive_signal:0.94
918,58,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
