tick_id,day,route_id,recovery_before,route_choice_effect,forecast_effect,task_effect,drill_effect,reload_effect,recovery_after,consequence_after_reload,visible_recovery_marker
919,58,orchard_riverbend,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,orchard_riverbend:0.94
920,58,central_repair_ring,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
921,58,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
922,58,roofward_archive,0.94,0.002,0.0,0.036,0.0,0.0,0.94,False,roofward_archive:0.94
923,58,archive_signal,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,archive_signal:0.94
924,58,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
925,58,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
926,58,central_repair_ring,0.94,0.002,0.0,0.036,0.0,0.0,0.94,False,central_repair_ring:0.94
927,58,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,riverbend_roofward:0.94
928,59,roofward_archive,0.94,0.002,-0.006,0.0,0.0,0.006,0.94,True,roofward_archive:0.94
929,59,archive_signal,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
930,59,signal_orchard,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,signal_orchard:0.94
931,59,orchard_riverbend,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,orchard_riverbend:0.94
932,59,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
933,59,riverbend_roofward,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
934,59,roofward_archive,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
935,59,archive_signal,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
936,59,signal_orchard,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
937,59,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
938,59,central_repair_ring,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,central_repair_ring:0.94
939,59,riverbend_roofward,0.94,0.002,0.0,0.0,0.012,0.0,0.94,False,riverbend_roofward:0.94
940,59,roofward_archive,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
941,59,archive_signal,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,archive_signal:0.94
942,59,signal_orchard,0.94,0.002,0.0,0.036,0.0,0.0,0.94,False,signal_orchard:0.94
943,59,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.006,0.94,True,orchard_riverbend:0.94
944,60,riverbend_roofward,0.94,0.012,0.01,0.0,0.0,0.006,0.94,True,riverbend_roofward:0.94
945,60,roofward_archive,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
946,60,archive_signal,0.94,0.002,0.0,0.036,0.0,0.0,0.94,False,archive_signal:0.94
947,60,signal_orchard,0.94,0.002,0.0,0.0,0.012,0.0,0.94,False,signal_orchard:0.94
948,60,orchard_riverbend,0.94,0.012,0.0,0.0,0.0,0.0,0.94,False,orchard_riverbend:0.94
949,60,central_repair_ring,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,central_repair_ring:0.94
950,60,riverbend_roofward,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
951,60,roofward_archive,0.94,0.012,0.0,0.0,0.012,0.0,0.94,False,roofward_archive:0.94
952,60,archive_signal,0.94,0.002,0.01,0.0,0.0,0.0,0.94,False,archive_signal:0.94
953,60,signal_orchard,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,signal_orchard:0.94
954,60,orchard_riverbend,0.94,0.012,0.0,0.036,0.0,0.0,0.94,False,orchard_riverbend:0.94
955,60,central_repair_ring,0.94,0.002,0.0,0.0,0.012,0.0,0.94,False,central_repair_ring:0.94
956,60,riverbend_roofward,0.94,0.012,0.01,0.0,0.0,0.0,0.94,False,riverbend_roofward:0.94
957,60,roofward_archive,0.94,0.002,0.0,0.0,0.0,0.0,0.94,False,roofward_archive:0.94
958,60,archive_signal,0.94,0.002,0.0,0.036,0.0,0.0,0.94,False,archive_signal:0.94
959,60,signal_orchard,0.94,0.002,0.0,0.0,0.0,0.006,0.94,False,signal_orchard:0.94
