tick_id,day,settlement_id,resident_id,visit_index,dialect_id,remembered_phrase,new_phrase,memory_span_days,recall_after_save_restore,relationship_context,persistent_key
987,83,roofward,Fay,16,roofward-dialect-8,roofward-warm-12-3,roofward-glass-14-3,41,True,warmer after care,ssrm.v40.dialect.roofward.Fay
990,83,orchard,Mara,16,orchard-dialect-8,orchard-seed-14-3,orchard-mud-14-3,34,True,warmer after care,ssrm.v40.dialect.orchard.Mara
993,83,roofward,Fay,16,roofward-dialect-8,roofward-glass-14-3,roofward-warm-14-3,34,True,warmer after care,ssrm.v40.dialect.roofward.Fay
996,84,orchard,Ivo,16,orchard-dialect-8,orchard-seed-13-3,orchard-satchel-15-3,48,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
999,84,roofward,Sera,16,roofward-dialect-8,roofward-arrival-13-3,roofward-warm-15-3,48,True,warmer after care,ssrm.v40.dialect.roofward.Sera
1002,84,orchard,Ivo,16,orchard-dialect-8,orchard-satchel-15-3,orchard-market-15-3,46,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
1005,84,roofward,Sera,16,roofward-dialect-8,roofward-warm-15-3,roofward-ledger-15-3,46,True,warmer after care,ssrm.v40.dialect.roofward.Sera
1008,85,orchard,Mara,16,orchard-dialect-8,orchard-mud-14-3,orchard-seed-16-3,30,True,warmer after care,ssrm.v40.dialect.orchard.Mara
1011,85,roofward,Fay,16,roofward-dialect-8,roofward-warm-14-3,roofward-ledger-16-3,30,True,warmer after care,ssrm.v40.dialect.roofward.Fay
1013,85,signal,Milo,16,signal-dialect-8,signal-lens-9-3,signal-mast-16-3,32,True,warmer after care,ssrm.v40.dialect.signal.Milo
1014,85,orchard,Mara,16,orchard-dialect-8,orchard-seed-16-3,orchard-mud-16-3,29,True,warmer after care,ssrm.v40.dialect.orchard.Mara
1016,85,riverbend,Lio,16,riverbend-dialect-8,riverbend-arrival-9-3,riverbend-dry-16-3,32,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
1017,85,roofward,Fay,16,roofward-dialect-8,roofward-ledger-16-3,roofward-warm-16-3,29,True,warmer after care,ssrm.v40.dialect.roofward.Fay
1020,86,orchard,Ivo,16,orchard-dialect-8,orchard-market-15-3,orchard-seed-17-3,48,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
1023,86,roofward,Sera,16,roofward-dialect-8,roofward-ledger-15-3,roofward-sun-17-3,48,True,warmer after care,ssrm.v40.dialect.roofward.Sera
1026,86,orchard,Ivo,16,orchard-dialect-8,orchard-seed-17-3,orchard-mud-17-3,29,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
1029,86,roofward,Sera,16,roofward-dialect-8,roofward-sun-17-3,roofward-warm-17-3,29,True,warmer after care,ssrm.v40.dialect.roofward.Sera
1032,87,orchard,Mara,16,orchard-dialect-8,orchard-mud-16-3,orchard-mud-18-3,31,True,warmer after care,ssrm.v40.dialect.orchard.Mara
1033,87,repair_ring,Juno,16,repair_ring-dialect-8,repair_ring-spark-12-3,repair_ring-bell-18-3,43,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
1035,87,roofward,Fay,16,roofward-dialect-8,roofward-warm-16-3,roofward-glass-18-3,31,True,warmer after care,ssrm.v40.dialect.roofward.Fay
1036,87,archive,Toma,16,archive-dialect-8,archive-stone-12-3,archive-stone-18-3,43,True,warmer after care,ssrm.v40.dialect.archive.Toma
1038,87,orchard,Mara,16,orchard-dialect-8,orchard-mud-18-3,orchard-seed-18-3,29,True,warmer after care,ssrm.v40.dialect.orchard.Mara
1041,87,roofward,Fay,16,roofward-dialect-8,roofward-glass-18-3,roofward-glass-18-3,29,True,warmer after care,ssrm.v40.dialect.roofward.Fay
1044,88,repair_ring,Juno,16,repair_ring-dialect-8,repair_ring-bell-18-3,repair_ring-bell-19-3,42,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
1047,88,archive,Toma,16,archive-dialect-8,archive-stone-18-3,archive-stone-19-3,42,True,warmer after care,ssrm.v40.dialect.archive.Toma
1050,88,repair_ring,Juno,16,repair_ring-dialect-8,repair_ring-bell-19-3,repair_ring-bell-19-3,42,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
1053,88,archive,Toma,16,archive-dialect-8,archive-stone-19-3,archive-memory-19-3,42,True,warmer after care,ssrm.v40.dialect.archive.Toma
1056,89,repair_ring,Pax,16,repair_ring-dialect-8,repair_ring-wire-1-3,repair_ring-cool-20-3,48,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
1059,89,archive,Nia,16,archive-dialect-8,archive-stone-1-3,archive-ink-20-3,48,True,warmer after care,ssrm.v40.dialect.archive.Nia
1062,89,repair_ring,Pax,16,repair_ring-dialect-8,repair_ring-cool-20-3,repair_ring-cool-20-3,46,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
1065,89,archive,Nia,16,archive-dialect-8,archive-ink-20-3,archive-memory-20-3,46,True,warmer after care,ssrm.v40.dialect.archive.Nia
1068,90,repair_ring,Juno,16,repair_ring-dialect-8,repair_ring-bell-19-3,repair_ring-cool-21-3,37,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
1070,90,roofward,Fay,16,roofward-dialect-8,roofward-glass-18-3,roofward-warm-21-3,32,True,warmer after care,ssrm.v40.dialect.roofward.Fay
1071,90,archive,Toma,16,archive-dialect-8,archive-memory-19-3,archive-memory-21-3,37,True,warmer after care,ssrm.v40.dialect.archive.Toma
1074,90,repair_ring,Juno,16,repair_ring-dialect-8,repair_ring-cool-21-3,repair_ring-wire-21-3,30,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
1077,90,archive,Toma,16,archive-dialect-8,archive-memory-21-3,archive-memory-21-3,30,True,warmer after care,ssrm.v40.dialect.archive.Toma
1079,90,orchard,Mara,16,orchard-dialect-8,orchard-seed-18-3,orchard-market-21-3,32,True,warmer after care,ssrm.v40.dialect.orchard.Mara
1080,91,repair_ring,Pax,16,repair_ring-dialect-8,repair_ring-cool-20-3,repair_ring-cool-22-3,48,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
1083,91,archive,Nia,16,archive-dialect-8,archive-memory-20-3,archive-memory-22-3,48,True,warmer after care,ssrm.v40.dialect.archive.Nia
1086,91,repair_ring,Pax,16,repair_ring-dialect-8,repair_ring-cool-22-3,repair_ring-wire-22-3,46,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
1089,91,archive,Nia,16,archive-dialect-8,archive-memory-22-3,archive-stone-22-3,46,True,warmer after care,ssrm.v40.dialect.archive.Nia
1092,92,repair_ring,Juno,16,repair_ring-dialect-8,repair_ring-wire-21-3,repair_ring-spark-0-3,27,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
1093,92,riverbend,Lio,16,riverbend-dialect-8,riverbend-dry-16-3,riverbend-dry-0-3,39,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
1095,92,archive,Toma,16,archive-dialect-8,archive-memory-21-3,archive-arrival-0-3,27,True,warmer after care,ssrm.v40.dialect.archive.Toma
1098,92,repair_ring,Juno,16,repair_ring-dialect-8,repair_ring-spark-0-3,repair_ring-bell-0-3,27,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
1101,92,archive,Toma,16,archive-dialect-8,archive-arrival-0-3,archive-stone-0-3,27,True,warmer after care,ssrm.v40.dialect.archive.Toma
1102,92,signal,Milo,16,signal-dialect-8,signal-mast-16-3,signal-lantern-0-3,39,True,warmer after care,ssrm.v40.dialect.signal.Milo
1104,93,repair_ring,Pax,16,repair_ring-dialect-8,repair_ring-wire-22-3,repair_ring-bell-1-3,48,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
1107,93,archive,Nia,16,archive-dialect-8,archive-stone-22-3,archive-stone-1-3,48,True,warmer after care,ssrm.v40.dialect.archive.Nia
1110,93,repair_ring,Pax,16,repair_ring-dialect-8,repair_ring-bell-1-3,repair_ring-bell-1-3,46,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
1113,93,archive,Nia,16,archive-dialect-8,archive-stone-1-3,archive-memory-1-3,46,True,warmer after care,ssrm.v40.dialect.archive.Nia
1116,94,repair_ring,Juno,16,repair_ring-dialect-8,repair_ring-bell-0-3,repair_ring-spark-2-3,27,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
1119,94,archive,Toma,16,archive-dialect-8,archive-stone-0-3,archive-stone-2-3,27,True,warmer after care,ssrm.v40.dialect.archive.Toma
1122,94,repair_ring,Juno,16,repair_ring-dialect-8,repair_ring-spark-2-3,repair_ring-wire-2-3,27,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
1125,94,archive,Toma,16,archive-dialect-8,archive-stone-2-3,archive-spool-2-3,27,True,warmer after care,ssrm.v40.dialect.archive.Toma
1128,95,repair_ring,Pax,16,repair_ring-dialect-8,repair_ring-bell-1-3,repair_ring-cool-3-3,48,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
1131,95,archive,Nia,16,archive-dialect-8,archive-memory-1-3,archive-stone-3-3,48,True,warmer after care,ssrm.v40.dialect.archive.Nia
1134,95,repair_ring,Pax,16,repair_ring-dialect-8,repair_ring-cool-3-3,repair_ring-wire-3-3,31,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
1137,95,archive,Nia,16,archive-dialect-8,archive-stone-3-3,archive-memory-3-3,31,True,warmer after care,ssrm.v40.dialect.archive.Nia
1140,96,riverbend,Ari,16,riverbend-dialect-8,riverbend-wet-10-3,riverbend-kit-4-3,48,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
1143,96,signal,Ren,16,signal-dialect-8,signal-lens-10-3,signal-mast-4-3,48,True,warmer after care,ssrm.v40.dialect.signal.Ren
1146,96,riverbend,Ari,16,riverbend-dialect-8,riverbend-kit-4-3,riverbend-wet-4-3,46,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
1149,96,signal,Ren,16,signal-dialect-8,signal-mast-4-3,signal-lantern-4-3,46,True,warmer after care,ssrm.v40.dialect.signal.Ren
1152,97,riverbend,Lio,16,riverbend-dialect-8,riverbend-dry-0-3,riverbend-wet-5-3,42,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
1155,97,signal,Milo,16,signal-dialect-8,signal-lantern-0-3,signal-mast-5-3,42,True,warmer after care,ssrm.v40.dialect.signal.Milo
1156,97,orchard,Mara,16,orchard-dialect-8,orchard-market-21-3,orchard-seed-5-3,37,True,warmer after care,ssrm.v40.dialect.orchard.Mara
1158,97,riverbend,Lio,16,riverbend-dialect-8,riverbend-wet-5-3,riverbend-plank-5-3,42,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
1159,97,roofward,Fay,16,roofward-dialect-8,roofward-warm-21-3,roofward-sun-5-3,37,True,warmer after care,ssrm.v40.dialect.roofward.Fay
1161,97,signal,Milo,16,signal-dialect-8,signal-mast-5-3,signal-mast-5-3,42,True,warmer after care,ssrm.v40.dialect.signal.Milo
1164,98,riverbend,Ari,16,riverbend-dialect-8,riverbend-wet-4-3,riverbend-dry-6-3,48,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
1167,98,signal,Ren,16,signal-dialect-8,signal-lantern-4-3,signal-lantern-6-3,48,True,warmer after care,ssrm.v40.dialect.signal.Ren
1170,98,riverbend,Ari,16,riverbend-dialect-8,riverbend-dry-6-3,riverbend-dry-6-3,46,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
1173,98,signal,Ren,16,signal-dialect-8,signal-lantern-6-3,signal-lantern-6-3,46,True,warmer after care,ssrm.v40.dialect.signal.Ren
1176,99,riverbend,Lio,16,riverbend-dialect-8,riverbend-plank-5-3,riverbend-plank-7-3,41,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
1179,99,signal,Milo,16,signal-dialect-8,signal-mast-5-3,signal-lantern-7-3,41,True,warmer after care,ssrm.v40.dialect.signal.Milo
1182,99,riverbend,Lio,16,riverbend-dialect-8,riverbend-plank-7-3,riverbend-arrival-7-3,34,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
1185,99,signal,Milo,16,signal-dialect-8,signal-lantern-7-3,signal-mast-7-3,34,True,warmer after care,ssrm.v40.dialect.signal.Milo
1188,100,riverbend,Ari,16,riverbend-dialect-8,riverbend-dry-6-3,riverbend-plank-8-3,48,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
1191,100,signal,Ren,16,signal-dialect-8,signal-lantern-6-3,signal-lantern-8-3,48,True,warmer after care,ssrm.v40.dialect.signal.Ren
1194,100,riverbend,Ari,16,riverbend-dialect-8,riverbend-plank-8-3,riverbend-plank-8-3,46,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
1197,100,signal,Ren,16,signal-dialect-8,signal-lantern-8-3,signal-lantern-8-3,46,True,warmer after care,ssrm.v40.dialect.signal.Ren
1200,101,riverbend,Lio,16,riverbend-dialect-8,riverbend-arrival-7-3,riverbend-plank-9-3,30,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
1202,101,archive,Toma,16,archive-dialect-8,archive-spool-2-3,archive-ink-9-3,32,True,warmer after care,ssrm.v40.dialect.archive.Toma
1203,101,signal,Milo,16,signal-dialect-8,signal-mast-7-3,signal-lantern-9-3,30,True,warmer after care,ssrm.v40.dialect.signal.Milo
1206,101,riverbend,Lio,16,riverbend-dialect-8,riverbend-plank-9-3,riverbend-wet-9-3,29,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
1209,101,signal,Milo,16,signal-dialect-8,signal-lantern-9-3,signal-mast-9-3,29,True,warmer after care,ssrm.v40.dialect.signal.Milo
1211,101,repair_ring,Juno,16,repair_ring-dialect-8,repair_ring-wire-2-3,repair_ring-spark-9-3,32,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
1212,102,riverbend,Ari,16,riverbend-dialect-8,riverbend-plank-8-3,riverbend-wet-10-3,48,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
1215,102,signal,Ren,16,signal-dialect-8,signal-lantern-8-3,signal-lantern-10-3,48,True,warmer after care,ssrm.v40.dialect.signal.Ren
1218,102,riverbend,Ari,16,riverbend-dialect-8,riverbend-wet-10-3,riverbend-kit-10-3,29,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
1221,102,signal,Ren,16,signal-dialect-8,signal-lantern-10-3,signal-mast-10-3,29,True,warmer after care,ssrm.v40.dialect.signal.Ren
1224,103,riverbend,Lio,16,riverbend-dialect-8,riverbend-wet-9-3,riverbend-dry-11-3,31,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
1225,103,roofward,Fay,16,roofward-dialect-8,roofward-sun-5-3,roofward-sun-11-3,43,True,warmer after care,ssrm.v40.dialect.roofward.Fay
1227,103,signal,Milo,16,signal-dialect-8,signal-mast-9-3,signal-mast-11-3,31,True,warmer after care,ssrm.v40.dialect.signal.Milo
1230,103,riverbend,Lio,16,riverbend-dialect-8,riverbend-dry-11-3,riverbend-kit-11-3,29,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
1233,103,signal,Milo,16,signal-dialect-8,signal-mast-11-3,signal-lantern-11-3,29,True,warmer after care,ssrm.v40.dialect.signal.Milo
1234,103,orchard,Mara,16,orchard-dialect-8,orchard-seed-5-3,orchard-market-11-3,43,True,warmer after care,ssrm.v40.dialect.orchard.Mara
1236,104,roofward,Fay,16,roofward-dialect-8,roofward-sun-11-3,roofward-sun-12-3,42,True,warmer after care,ssrm.v40.dialect.roofward.Fay
1239,104,orchard,Mara,16,orchard-dialect-8,orchard-market-11-3,orchard-satchel-12-3,42,True,warmer after care,ssrm.v40.dialect.orchard.Mara
1242,104,roofward,Fay,16,roofward-dialect-8,roofward-sun-12-3,roofward-warm-12-3,42,True,warmer after care,ssrm.v40.dialect.roofward.Fay
1245,104,orchard,Mara,16,orchard-dialect-8,orchard-satchel-12-3,orchard-market-12-3,42,True,warmer after care,ssrm.v40.dialect.orchard.Mara
1248,105,roofward,Sera,16,roofward-dialect-8,roofward-warm-17-3,roofward-glass-13-3,48,True,warmer after care,ssrm.v40.dialect.roofward.Sera
1251,105,orchard,Ivo,16,orchard-dialect-8,orchard-mud-17-3,orchard-satchel-13-3,48,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
1254,105,roofward,Sera,16,roofward-dialect-8,roofward-glass-13-3,roofward-warm-13-3,46,True,warmer after care,ssrm.v40.dialect.roofward.Sera
1257,105,orchard,Ivo,16,orchard-dialect-8,orchard-satchel-13-3,orchard-satchel-13-3,46,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
1260,106,roofward,Fay,16,roofward-dialect-8,roofward-warm-12-3,roofward-warm-14-3,37,True,warmer after care,ssrm.v40.dialect.roofward.Fay
1263,106,orchard,Mara,16,orchard-dialect-8,orchard-market-12-3,orchard-satchel-14-3,37,True,warmer after care,ssrm.v40.dialect.orchard.Mara
1266,106,roofward,Fay,16,roofward-dialect-8,roofward-warm-14-3,roofward-warm-14-3,30,True,warmer after care,ssrm.v40.dialect.roofward.Fay
1268,106,signal,Milo,16,signal-dialect-8,signal-lantern-11-3,signal-mast-14-3,32,True,warmer after care,ssrm.v40.dialect.signal.Milo
1269,106,orchard,Mara,16,orchard-dialect-8,orchard-satchel-14-3,orchard-satchel-14-3,30,True,warmer after care,ssrm.v40.dialect.orchard.Mara
1271,106,riverbend,Lio,16,riverbend-dialect-8,riverbend-kit-11-3,riverbend-wet-14-3,32,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
1272,107,roofward,Sera,16,roofward-dialect-8,roofward-warm-13-3,roofward-warm-15-3,48,True,warmer after care,ssrm.v40.dialect.roofward.Sera
1275,107,orchard,Ivo,16,orchard-dialect-8,orchard-satchel-13-3,orchard-market-15-3,48,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
1278,107,roofward,Sera,16,roofward-dialect-8,roofward-warm-15-3,roofward-ledger-15-3,46,True,warmer after care,ssrm.v40.dialect.roofward.Sera
1281,107,orchard,Ivo,16,orchard-dialect-8,orchard-market-15-3,orchard-satchel-15-3,46,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
1284,108,roofward,Fay,16,roofward-dialect-8,roofward-warm-14-3,roofward-ledger-16-3,27,True,warmer after care,ssrm.v40.dialect.roofward.Fay
1287,108,orchard,Mara,16,orchard-dialect-8,orchard-satchel-14-3,orchard-market-16-3,27,True,warmer after care,ssrm.v40.dialect.orchard.Mara
1288,108,repair_ring,Juno,16,repair_ring-dialect-8,repair_ring-spark-9-3,repair_ring-spark-16-3,39,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
1290,108,roofward,Fay,16,roofward-dialect-8,roofward-ledger-16-3,roofward-sun-16-3,27,True,warmer after care,ssrm.v40.dialect.roofward.Fay
1291,108,archive,Toma,16,archive-dialect-8,archive-ink-9-3,archive-stone-16-3,39,True,warmer after care,ssrm.v40.dialect.archive.Toma
1293,108,orchard,Mara,16,orchard-dialect-8,orchard-market-16-3,orchard-seed-16-3,27,True,warmer after care,ssrm.v40.dialect.orchard.Mara
1296,109,roofward,Sera,16,roofward-dialect-8,roofward-ledger-15-3,roofward-sun-17-3,48,True,warmer after care,ssrm.v40.dialect.roofward.Sera
1299,109,orchard,Ivo,16,orchard-dialect-8,orchard-satchel-15-3,orchard-mud-17-3,48,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
1302,109,roofward,Sera,16,roofward-dialect-8,roofward-sun-17-3,roofward-warm-17-3,46,True,warmer after care,ssrm.v40.dialect.roofward.Sera
1305,109,orchard,Ivo,16,orchard-dialect-8,orchard-mud-17-3,orchard-seed-17-3,46,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
1308,110,roofward,Fay,16,roofward-dialect-8,roofward-sun-16-3,roofward-ledger-18-3,27,True,warmer after care,ssrm.v40.dialect.roofward.Fay
1311,110,orchard,Mara,16,orchard-dialect-8,orchard-seed-16-3,orchard-market-18-3,27,True,warmer after care,ssrm.v40.dialect.orchard.Mara
1314,110,roofward,Fay,16,roofward-dialect-8,roofward-ledger-18-3,roofward-warm-18-3,27,True,warmer after care,ssrm.v40.dialect.roofward.Fay
1317,110,orchard,Mara,16,orchard-dialect-8,orchard-market-18-3,orchard-seed-18-3,27,True,warmer after care,ssrm.v40.dialect.orchard.Mara
1320,111,roofward,Sera,16,roofward-dialect-8,roofward-warm-17-3,roofward-warm-19-3,48,True,warmer after care,ssrm.v40.dialect.roofward.Sera
1323,111,orchard,Ivo,16,orchard-dialect-8,orchard-seed-17-3,orchard-mud-19-3,48,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
1326,111,roofward,Sera,16,roofward-dialect-8,roofward-warm-19-3,roofward-warm-19-3,31,True,warmer after care,ssrm.v40.dialect.roofward.Sera
1329,111,orchard,Ivo,16,orchard-dialect-8,orchard-mud-19-3,orchard-satchel-19-3,31,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
1332,112,archive,Nia,16,archive-dialect-8,archive-memory-3-3,archive-ink-20-3,48,True,warmer after care,ssrm.v40.dialect.archive.Nia
1335,112,repair_ring,Pax,16,repair_ring-dialect-8,repair_ring-wire-3-3,repair_ring-cool-20-3,48,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
1338,112,archive,Nia,16,archive-dialect-8,archive-ink-20-3,archive-memory-20-3,46,True,warmer after care,ssrm.v40.dialect.archive.Nia
1341,112,repair_ring,Pax,16,repair_ring-dialect-8,repair_ring-cool-20-3,repair_ring-wire-20-3,46,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
