tick_id,day,settlement_id,resident_id,visit_index,dialect_id,remembered_phrase,new_phrase,memory_span_days,recall_after_save_restore,relationship_context,persistent_key
0,1,riverbend,Lio,1,riverbend-dialect-8,first phrase,riverbend-plank-1-0,0,False,warmer after care,ssrm.v40.dialect.riverbend.Lio
3,1,signal,Milo,1,signal-dialect-8,first phrase,signal-mast-1-0,0,False,warmer after care,ssrm.v40.dialect.signal.Milo
4,1,orchard,Mara,1,orchard-dialect-8,first phrase,orchard-arrival-1-0,0,False,warmer after care,ssrm.v40.dialect.orchard.Mara
6,1,riverbend,Lio,2,riverbend-dialect-8,riverbend-plank-1-0,riverbend-wet-1-1,0,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
7,1,roofward,Fay,1,roofward-dialect-8,first phrase,roofward-warm-1-0,0,False,warmer after care,ssrm.v40.dialect.roofward.Fay
9,1,signal,Milo,2,signal-dialect-8,signal-mast-1-0,signal-arrival-1-1,0,True,warmer after care,ssrm.v40.dialect.signal.Milo
12,2,riverbend,Ari,1,riverbend-dialect-8,first phrase,riverbend-wet-2-0,0,False,warmer after care,ssrm.v40.dialect.riverbend.Ari
15,2,signal,Ren,1,signal-dialect-8,first phrase,signal-mast-2-0,0,False,warmer after care,ssrm.v40.dialect.signal.Ren
18,2,riverbend,Ari,2,riverbend-dialect-8,riverbend-wet-2-0,riverbend-plank-2-1,0,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
21,2,signal,Ren,2,signal-dialect-8,signal-mast-2-0,signal-mast-2-1,0,True,warmer after care,ssrm.v40.dialect.signal.Ren
24,3,riverbend,Lio,3,riverbend-dialect-8,riverbend-wet-1-1,riverbend-plank-3-2,2,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
27,3,signal,Milo,3,signal-dialect-8,signal-arrival-1-1,signal-mast-3-2,2,True,warmer after care,ssrm.v40.dialect.signal.Milo
30,3,riverbend,Lio,4,riverbend-dialect-8,riverbend-plank-3-2,riverbend-wet-3-3,2,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
33,3,signal,Milo,4,signal-dialect-8,signal-mast-3-2,signal-arrival-3-3,2,True,warmer after care,ssrm.v40.dialect.signal.Milo
36,4,riverbend,Ari,3,riverbend-dialect-8,riverbend-plank-2-1,riverbend-kit-4-2,2,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
39,4,signal,Ren,3,signal-dialect-8,signal-mast-2-1,signal-mast-4-2,2,True,warmer after care,ssrm.v40.dialect.signal.Ren
42,4,riverbend,Ari,4,riverbend-dialect-8,riverbend-kit-4-2,riverbend-dry-4-3,2,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
45,4,signal,Ren,4,signal-dialect-8,signal-mast-4-2,signal-lantern-4-3,2,True,warmer after care,ssrm.v40.dialect.signal.Ren
48,5,riverbend,Lio,5,riverbend-dialect-8,riverbend-wet-3-3,riverbend-plank-5-4,4,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
50,5,archive,Toma,1,archive-dialect-8,first phrase,archive-spool-5-0,0,False,warmer after care,ssrm.v40.dialect.archive.Toma
51,5,signal,Milo,5,signal-dialect-8,signal-arrival-3-3,signal-lantern-5-4,4,True,warmer after care,ssrm.v40.dialect.signal.Milo
54,5,riverbend,Lio,6,riverbend-dialect-8,riverbend-plank-5-4,riverbend-wet-5-5,4,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
57,5,signal,Milo,6,signal-dialect-8,signal-lantern-5-4,signal-mast-5-5,4,True,warmer after care,ssrm.v40.dialect.signal.Milo
59,5,repair_ring,Juno,1,repair_ring-dialect-8,first phrase,repair_ring-wire-5-0,0,False,warmer after care,ssrm.v40.dialect.repair_ring.Juno
60,6,riverbend,Ari,5,riverbend-dialect-8,riverbend-dry-4-3,riverbend-plank-6-4,4,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
63,6,signal,Ren,5,signal-dialect-8,signal-lantern-4-3,signal-lantern-6-4,4,True,warmer after care,ssrm.v40.dialect.signal.Ren
66,6,riverbend,Ari,6,riverbend-dialect-8,riverbend-plank-6-4,riverbend-wet-6-5,4,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
69,6,signal,Ren,6,signal-dialect-8,signal-lantern-6-4,signal-mast-6-5,4,True,warmer after care,ssrm.v40.dialect.signal.Ren
72,7,riverbend,Lio,7,riverbend-dialect-8,riverbend-wet-5-5,riverbend-wet-7-6,6,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
73,7,roofward,Fay,2,roofward-dialect-8,roofward-warm-1-0,roofward-ledger-7-1,6,True,warmer after care,ssrm.v40.dialect.roofward.Fay
75,7,signal,Milo,7,signal-dialect-8,signal-mast-5-5,signal-arrival-7-6,6,True,warmer after care,ssrm.v40.dialect.signal.Milo
78,7,riverbend,Lio,8,riverbend-dialect-8,riverbend-wet-7-6,riverbend-plank-7-7,6,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
81,7,signal,Milo,8,signal-dialect-8,signal-arrival-7-6,signal-mast-7-7,6,True,warmer after care,ssrm.v40.dialect.signal.Milo
82,7,orchard,Mara,2,orchard-dialect-8,orchard-arrival-1-0,orchard-mud-7-1,6,True,warmer after care,ssrm.v40.dialect.orchard.Mara
84,8,roofward,Fay,3,roofward-dialect-8,roofward-ledger-7-1,roofward-ledger-8-2,7,True,warmer after care,ssrm.v40.dialect.roofward.Fay
87,8,orchard,Mara,3,orchard-dialect-8,orchard-mud-7-1,orchard-satchel-8-2,7,True,warmer after care,ssrm.v40.dialect.orchard.Mara
90,8,roofward,Fay,4,roofward-dialect-8,roofward-ledger-8-2,roofward-warm-8-3,7,True,warmer after care,ssrm.v40.dialect.roofward.Fay
93,8,orchard,Mara,4,orchard-dialect-8,orchard-satchel-8-2,orchard-mud-8-3,7,True,warmer after care,ssrm.v40.dialect.orchard.Mara
96,9,roofward,Sera,1,roofward-dialect-8,first phrase,roofward-sun-9-0,0,False,warmer after care,ssrm.v40.dialect.roofward.Sera
99,9,orchard,Ivo,1,orchard-dialect-8,first phrase,orchard-satchel-9-0,0,False,warmer after care,ssrm.v40.dialect.orchard.Ivo
102,9,roofward,Sera,2,roofward-dialect-8,roofward-sun-9-0,roofward-warm-9-1,0,True,warmer after care,ssrm.v40.dialect.roofward.Sera
105,9,orchard,Ivo,2,orchard-dialect-8,orchard-satchel-9-0,orchard-market-9-1,0,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
108,10,roofward,Fay,5,roofward-dialect-8,roofward-warm-8-3,roofward-warm-10-4,9,True,warmer after care,ssrm.v40.dialect.roofward.Fay
111,10,orchard,Mara,5,orchard-dialect-8,orchard-mud-8-3,orchard-market-10-4,9,True,warmer after care,ssrm.v40.dialect.orchard.Mara
114,10,roofward,Fay,6,roofward-dialect-8,roofward-warm-10-4,roofward-glass-10-5,9,True,warmer after care,ssrm.v40.dialect.roofward.Fay
116,10,signal,Milo,9,signal-dialect-8,signal-mast-7-7,signal-lantern-10-8,9,True,warmer after care,ssrm.v40.dialect.signal.Milo
117,10,orchard,Mara,6,orchard-dialect-8,orchard-market-10-4,orchard-satchel-10-5,9,True,warmer after care,ssrm.v40.dialect.orchard.Mara
119,10,riverbend,Lio,9,riverbend-dialect-8,riverbend-plank-7-7,riverbend-dry-10-8,9,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
120,11,roofward,Sera,3,roofward-dialect-8,roofward-warm-9-1,roofward-warm-11-2,2,True,warmer after care,ssrm.v40.dialect.roofward.Sera
123,11,orchard,Ivo,3,orchard-dialect-8,orchard-market-9-1,orchard-satchel-11-2,2,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
126,11,roofward,Sera,4,roofward-dialect-8,roofward-warm-11-2,roofward-warm-11-3,2,True,warmer after care,ssrm.v40.dialect.roofward.Sera
129,11,orchard,Ivo,4,orchard-dialect-8,orchard-satchel-11-2,orchard-satchel-11-3,2,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
132,12,roofward,Fay,7,roofward-dialect-8,roofward-glass-10-5,roofward-warm-12-6,11,True,warmer after care,ssrm.v40.dialect.roofward.Fay
135,12,orchard,Mara,7,orchard-dialect-8,orchard-satchel-10-5,orchard-market-12-6,11,True,warmer after care,ssrm.v40.dialect.orchard.Mara
136,12,repair_ring,Juno,2,repair_ring-dialect-8,repair_ring-wire-5-0,repair_ring-wire-12-1,7,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
138,12,roofward,Fay,8,roofward-dialect-8,roofward-warm-12-6,roofward-ledger-12-7,11,True,warmer after care,ssrm.v40.dialect.roofward.Fay
139,12,archive,Toma,2,archive-dialect-8,archive-spool-5-0,archive-stone-12-1,7,True,warmer after care,ssrm.v40.dialect.archive.Toma
141,12,orchard,Mara,8,orchard-dialect-8,orchard-market-12-6,orchard-seed-12-7,11,True,warmer after care,ssrm.v40.dialect.orchard.Mara
144,13,roofward,Sera,5,roofward-dialect-8,roofward-warm-11-3,roofward-ledger-13-4,4,True,warmer after care,ssrm.v40.dialect.roofward.Sera
147,13,orchard,Ivo,5,orchard-dialect-8,orchard-satchel-11-3,orchard-mud-13-4,4,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
150,13,roofward,Sera,6,roofward-dialect-8,roofward-ledger-13-4,roofward-warm-13-5,4,True,warmer after care,ssrm.v40.dialect.roofward.Sera
153,13,orchard,Ivo,6,orchard-dialect-8,orchard-mud-13-4,orchard-mud-13-5,4,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
156,14,roofward,Fay,9,roofward-dialect-8,roofward-ledger-12-7,roofward-ledger-14-8,13,True,warmer after care,ssrm.v40.dialect.roofward.Fay
159,14,orchard,Mara,9,orchard-dialect-8,orchard-seed-12-7,orchard-mud-14-8,13,True,warmer after care,ssrm.v40.dialect.orchard.Mara
162,14,roofward,Fay,10,roofward-dialect-8,roofward-ledger-14-8,roofward-warm-14-9,13,True,warmer after care,ssrm.v40.dialect.roofward.Fay
165,14,orchard,Mara,10,orchard-dialect-8,orchard-mud-14-8,orchard-seed-14-9,13,True,warmer after care,ssrm.v40.dialect.orchard.Mara
168,15,roofward,Sera,7,roofward-dialect-8,roofward-warm-13-5,roofward-warm-15-6,6,True,warmer after care,ssrm.v40.dialect.roofward.Sera
171,15,orchard,Ivo,7,orchard-dialect-8,orchard-mud-13-5,orchard-market-15-6,6,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
174,15,roofward,Sera,8,roofward-dialect-8,roofward-warm-15-6,roofward-glass-15-7,6,True,warmer after care,ssrm.v40.dialect.roofward.Sera
177,15,orchard,Ivo,8,orchard-dialect-8,orchard-market-15-6,orchard-satchel-15-7,6,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
180,16,archive,Nia,1,archive-dialect-8,first phrase,archive-stone-16-0,0,False,warmer after care,ssrm.v40.dialect.archive.Nia
183,16,repair_ring,Pax,1,repair_ring-dialect-8,first phrase,repair_ring-cool-16-0,0,False,warmer after care,ssrm.v40.dialect.repair_ring.Pax
186,16,archive,Nia,2,archive-dialect-8,archive-stone-16-0,archive-memory-16-1,0,True,warmer after care,ssrm.v40.dialect.archive.Nia
189,16,repair_ring,Pax,2,repair_ring-dialect-8,repair_ring-cool-16-0,repair_ring-wire-16-1,0,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
192,17,archive,Toma,3,archive-dialect-8,archive-stone-12-1,archive-ink-17-2,12,True,warmer after care,ssrm.v40.dialect.archive.Toma
193,17,signal,Milo,10,signal-dialect-8,signal-lantern-10-8,signal-lens-17-9,16,True,warmer after care,ssrm.v40.dialect.signal.Milo
195,17,repair_ring,Juno,3,repair_ring-dialect-8,repair_ring-wire-12-1,repair_ring-arrival-17-2,12,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
196,17,riverbend,Lio,10,riverbend-dialect-8,riverbend-dry-10-8,riverbend-plank-17-9,16,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
198,17,archive,Toma,4,archive-dialect-8,archive-ink-17-2,archive-ink-17-3,12,True,warmer after care,ssrm.v40.dialect.archive.Toma
201,17,repair_ring,Juno,4,repair_ring-dialect-8,repair_ring-arrival-17-2,repair_ring-wire-17-3,12,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
204,18,archive,Nia,3,archive-dialect-8,archive-memory-16-1,archive-spool-18-2,2,True,warmer after care,ssrm.v40.dialect.archive.Nia
207,18,repair_ring,Pax,3,repair_ring-dialect-8,repair_ring-wire-16-1,repair_ring-wire-18-2,2,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
210,18,archive,Nia,4,archive-dialect-8,archive-spool-18-2,archive-stone-18-3,2,True,warmer after care,ssrm.v40.dialect.archive.Nia
213,18,repair_ring,Pax,4,repair_ring-dialect-8,repair_ring-wire-18-2,repair_ring-cool-18-3,2,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
216,19,archive,Toma,5,archive-dialect-8,archive-ink-17-3,archive-memory-19-4,14,True,warmer after care,ssrm.v40.dialect.archive.Toma
219,19,repair_ring,Juno,5,repair_ring-dialect-8,repair_ring-wire-17-3,repair_ring-wire-19-4,14,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
222,19,archive,Toma,6,archive-dialect-8,archive-memory-19-4,archive-ink-19-5,14,True,warmer after care,ssrm.v40.dialect.archive.Toma
225,19,repair_ring,Juno,6,repair_ring-dialect-8,repair_ring-wire-19-4,repair_ring-spark-19-5,14,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
228,20,archive,Nia,5,archive-dialect-8,archive-stone-18-3,archive-spool-20-4,4,True,warmer after care,ssrm.v40.dialect.archive.Nia
231,20,repair_ring,Pax,5,repair_ring-dialect-8,repair_ring-cool-18-3,repair_ring-wire-20-4,4,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
234,20,archive,Nia,6,archive-dialect-8,archive-spool-20-4,archive-stone-20-5,4,True,warmer after care,ssrm.v40.dialect.archive.Nia
237,20,repair_ring,Pax,6,repair_ring-dialect-8,repair_ring-wire-20-4,repair_ring-cool-20-5,4,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
240,21,archive,Toma,7,archive-dialect-8,archive-ink-19-5,archive-memory-21-6,16,True,warmer after care,ssrm.v40.dialect.archive.Toma
243,21,repair_ring,Juno,7,repair_ring-dialect-8,repair_ring-spark-19-5,repair_ring-cool-21-6,16,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
246,21,archive,Toma,8,archive-dialect-8,archive-memory-21-6,archive-ink-21-7,16,True,warmer after care,ssrm.v40.dialect.archive.Toma
248,21,orchard,Mara,11,orchard-dialect-8,orchard-seed-14-9,orchard-mud-21-10,20,True,warmer after care,ssrm.v40.dialect.orchard.Mara
249,21,repair_ring,Juno,8,repair_ring-dialect-8,repair_ring-cool-21-6,repair_ring-cool-21-7,16,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
251,21,roofward,Fay,11,roofward-dialect-8,roofward-warm-14-9,roofward-warm-21-10,20,True,warmer after care,ssrm.v40.dialect.roofward.Fay
252,22,archive,Nia,7,archive-dialect-8,archive-stone-20-5,archive-memory-22-6,6,True,warmer after care,ssrm.v40.dialect.archive.Nia
255,22,repair_ring,Pax,7,repair_ring-dialect-8,repair_ring-cool-20-5,repair_ring-wire-22-6,6,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
258,22,archive,Nia,8,archive-dialect-8,archive-memory-22-6,archive-ink-22-7,6,True,warmer after care,ssrm.v40.dialect.archive.Nia
261,22,repair_ring,Pax,8,repair_ring-dialect-8,repair_ring-wire-22-6,repair_ring-cool-22-7,6,True,warmer after care,ssrm.v40.dialect.repair_ring.Pax
264,23,archive,Toma,9,archive-dialect-8,archive-ink-21-7,archive-ink-0-8,18,True,warmer after care,ssrm.v40.dialect.archive.Toma
267,23,repair_ring,Juno,9,repair_ring-dialect-8,repair_ring-cool-21-7,repair_ring-wire-0-8,18,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
270,23,archive,Toma,10,archive-dialect-8,archive-ink-0-8,archive-memory-0-9,18,True,warmer after care,ssrm.v40.dialect.archive.Toma
271,23,signal,Milo,11,signal-dialect-8,signal-lens-17-9,signal-mast-0-10,22,True,warmer after care,ssrm.v40.dialect.signal.Milo
273,23,repair_ring,Juno,10,repair_ring-dialect-8,repair_ring-wire-0-8,repair_ring-spark-0-9,18,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
274,23,riverbend,Lio,11,riverbend-dialect-8,riverbend-plank-17-9,riverbend-dry-0-10,22,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
276,24,signal,Milo,12,signal-dialect-8,signal-mast-0-10,signal-mast-1-11,23,True,warmer after care,ssrm.v40.dialect.signal.Milo
279,24,riverbend,Lio,12,riverbend-dialect-8,riverbend-dry-0-10,riverbend-kit-1-11,23,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
282,24,signal,Milo,13,signal-dialect-8,signal-mast-1-11,signal-arrival-1-12,23,True,warmer after care,ssrm.v40.dialect.signal.Milo
285,24,riverbend,Lio,13,riverbend-dialect-8,riverbend-kit-1-11,riverbend-dry-1-12,23,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
288,25,signal,Ren,7,signal-dialect-8,signal-mast-6-5,signal-mast-2-6,23,True,warmer after care,ssrm.v40.dialect.signal.Ren
291,25,riverbend,Ari,7,riverbend-dialect-8,riverbend-wet-6-5,riverbend-kit-2-6,23,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
294,25,signal,Ren,8,signal-dialect-8,signal-mast-2-6,signal-mast-2-7,23,True,warmer after care,ssrm.v40.dialect.signal.Ren
297,25,riverbend,Ari,8,riverbend-dialect-8,riverbend-kit-2-6,riverbend-kit-2-7,23,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
300,26,signal,Milo,14,signal-dialect-8,signal-arrival-1-12,signal-mast-3-0,25,True,warmer after care,ssrm.v40.dialect.signal.Milo
302,26,repair_ring,Juno,11,repair_ring-dialect-8,repair_ring-spark-0-9,repair_ring-bell-3-10,21,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
303,26,riverbend,Lio,14,riverbend-dialect-8,riverbend-dry-1-12,riverbend-kit-3-0,25,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
305,26,archive,Toma,11,archive-dialect-8,archive-memory-0-9,archive-stone-3-10,21,True,warmer after care,ssrm.v40.dialect.archive.Toma
306,26,signal,Milo,15,signal-dialect-8,signal-mast-3-0,signal-lantern-3-1,25,True,warmer after care,ssrm.v40.dialect.signal.Milo
309,26,riverbend,Lio,15,riverbend-dialect-8,riverbend-kit-3-0,riverbend-kit-3-1,25,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
312,27,signal,Ren,9,signal-dialect-8,signal-mast-2-7,signal-lantern-4-8,25,True,warmer after care,ssrm.v40.dialect.signal.Ren
315,27,riverbend,Ari,9,riverbend-dialect-8,riverbend-kit-2-7,riverbend-dry-4-8,25,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
318,27,signal,Ren,10,signal-dialect-8,signal-lantern-4-8,signal-lantern-4-9,25,True,warmer after care,ssrm.v40.dialect.signal.Ren
321,27,riverbend,Ari,10,riverbend-dialect-8,riverbend-dry-4-8,riverbend-kit-4-9,25,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
324,28,signal,Milo,16,signal-dialect-8,signal-lantern-3-1,signal-lens-5-2,27,True,warmer after care,ssrm.v40.dialect.signal.Milo
325,28,orchard,Mara,12,orchard-dialect-8,orchard-mud-21-10,orchard-satchel-5-11,27,True,warmer after care,ssrm.v40.dialect.orchard.Mara
327,28,riverbend,Lio,16,riverbend-dialect-8,riverbend-kit-3-1,riverbend-dry-5-2,27,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
328,28,roofward,Fay,12,roofward-dialect-8,roofward-warm-21-10,roofward-warm-5-11,27,True,warmer after care,ssrm.v40.dialect.roofward.Fay
330,28,signal,Milo,16,signal-dialect-8,signal-lens-5-2,signal-signal-5-3,27,True,warmer after care,ssrm.v40.dialect.signal.Milo
333,28,riverbend,Lio,16,riverbend-dialect-8,riverbend-dry-5-2,riverbend-plank-5-3,27,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
336,29,signal,Ren,11,signal-dialect-8,signal-lantern-4-9,signal-mast-6-10,27,True,warmer after care,ssrm.v40.dialect.signal.Ren
339,29,riverbend,Ari,11,riverbend-dialect-8,riverbend-kit-4-9,riverbend-wet-6-10,27,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
342,29,signal,Ren,12,signal-dialect-8,signal-mast-6-10,signal-arrival-6-11,27,True,warmer after care,ssrm.v40.dialect.signal.Ren
345,29,riverbend,Ari,12,riverbend-dialect-8,riverbend-wet-6-10,riverbend-plank-6-11,27,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
348,30,signal,Milo,16,signal-dialect-8,signal-signal-5-3,signal-arrival-7-3,27,True,warmer after care,ssrm.v40.dialect.signal.Milo
351,30,riverbend,Lio,16,riverbend-dialect-8,riverbend-plank-5-3,riverbend-dry-7-3,27,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
354,30,signal,Milo,16,signal-dialect-8,signal-arrival-7-3,signal-mast-7-3,27,True,warmer after care,ssrm.v40.dialect.signal.Milo
357,30,riverbend,Lio,16,riverbend-dialect-8,riverbend-dry-7-3,riverbend-plank-7-3,27,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
360,31,signal,Ren,13,signal-dialect-8,signal-arrival-6-11,signal-mast-8-12,29,True,warmer after care,ssrm.v40.dialect.signal.Ren
363,31,riverbend,Ari,13,riverbend-dialect-8,riverbend-plank-6-11,riverbend-wet-8-12,29,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
366,31,signal,Ren,14,signal-dialect-8,signal-mast-8-12,signal-lantern-8-0,29,True,warmer after care,ssrm.v40.dialect.signal.Ren
369,31,riverbend,Ari,14,riverbend-dialect-8,riverbend-wet-8-12,riverbend-kit-8-0,29,True,warmer after care,ssrm.v40.dialect.riverbend.Ari
372,32,orchard,Ivo,9,orchard-dialect-8,orchard-satchel-15-7,orchard-satchel-9-8,23,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
375,32,roofward,Sera,9,roofward-dialect-8,roofward-glass-15-7,roofward-warm-9-8,23,True,warmer after care,ssrm.v40.dialect.roofward.Sera
378,32,orchard,Ivo,10,orchard-dialect-8,orchard-satchel-9-8,orchard-market-9-9,23,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
381,32,roofward,Sera,10,roofward-dialect-8,roofward-warm-9-8,roofward-glass-9-9,23,True,warmer after care,ssrm.v40.dialect.roofward.Sera
384,33,orchard,Mara,13,orchard-dialect-8,orchard-satchel-5-11,orchard-market-10-12,32,True,warmer after care,ssrm.v40.dialect.orchard.Mara
387,33,roofward,Fay,13,roofward-dialect-8,roofward-warm-5-11,roofward-glass-10-12,32,True,warmer after care,ssrm.v40.dialect.roofward.Fay
390,33,orchard,Mara,14,orchard-dialect-8,orchard-market-10-12,orchard-satchel-10-0,32,True,warmer after care,ssrm.v40.dialect.orchard.Mara
391,33,repair_ring,Juno,12,repair_ring-dialect-8,repair_ring-bell-3-10,repair_ring-wire-10-11,28,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
393,33,roofward,Fay,14,roofward-dialect-8,roofward-glass-10-12,roofward-warm-10-0,32,True,warmer after care,ssrm.v40.dialect.roofward.Fay
394,33,archive,Toma,12,archive-dialect-8,archive-stone-3-10,archive-spool-10-11,28,True,warmer after care,ssrm.v40.dialect.archive.Toma
396,34,orchard,Ivo,11,orchard-dialect-8,orchard-market-9-9,orchard-satchel-11-10,25,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
399,34,roofward,Sera,11,roofward-dialect-8,roofward-glass-9-9,roofward-warm-11-10,25,True,warmer after care,ssrm.v40.dialect.roofward.Sera
402,34,orchard,Ivo,12,orchard-dialect-8,orchard-satchel-11-10,orchard-market-11-11,25,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
405,34,roofward,Sera,12,roofward-dialect-8,roofward-warm-11-10,roofward-glass-11-11,25,True,warmer after care,ssrm.v40.dialect.roofward.Sera
408,35,orchard,Mara,15,orchard-dialect-8,orchard-satchel-10-0,orchard-seed-12-1,34,True,warmer after care,ssrm.v40.dialect.orchard.Mara
411,35,roofward,Fay,15,roofward-dialect-8,roofward-warm-10-0,roofward-warm-12-1,34,True,warmer after care,ssrm.v40.dialect.roofward.Fay
414,35,orchard,Mara,16,orchard-dialect-8,orchard-seed-12-1,orchard-seed-12-2,34,True,warmer after care,ssrm.v40.dialect.orchard.Mara
417,35,roofward,Fay,16,roofward-dialect-8,roofward-warm-12-1,roofward-sun-12-2,34,True,warmer after care,ssrm.v40.dialect.roofward.Fay
420,36,orchard,Ivo,13,orchard-dialect-8,orchard-market-11-11,orchard-mud-13-12,27,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
423,36,roofward,Sera,13,roofward-dialect-8,roofward-glass-11-11,roofward-warm-13-12,27,True,warmer after care,ssrm.v40.dialect.roofward.Sera
426,36,orchard,Ivo,14,orchard-dialect-8,orchard-mud-13-12,orchard-mud-13-0,27,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
429,36,roofward,Sera,14,roofward-dialect-8,roofward-warm-13-12,roofward-glass-13-0,27,True,warmer after care,ssrm.v40.dialect.roofward.Sera
432,37,orchard,Mara,16,orchard-dialect-8,orchard-seed-12-2,orchard-mud-14-3,30,True,warmer after care,ssrm.v40.dialect.orchard.Mara
435,37,roofward,Fay,16,roofward-dialect-8,roofward-sun-12-2,roofward-arrival-14-3,30,True,warmer after care,ssrm.v40.dialect.roofward.Fay
437,37,signal,Milo,16,signal-dialect-8,signal-mast-7-3,signal-lantern-14-3,32,True,warmer after care,ssrm.v40.dialect.signal.Milo
438,37,orchard,Mara,16,orchard-dialect-8,orchard-mud-14-3,orchard-satchel-14-3,29,True,warmer after care,ssrm.v40.dialect.orchard.Mara
440,37,riverbend,Lio,16,riverbend-dialect-8,riverbend-plank-7-3,riverbend-arrival-14-3,32,True,warmer after care,ssrm.v40.dialect.riverbend.Lio
441,37,roofward,Fay,16,roofward-dialect-8,roofward-arrival-14-3,roofward-glass-14-3,29,True,warmer after care,ssrm.v40.dialect.roofward.Fay
444,38,orchard,Ivo,15,orchard-dialect-8,orchard-mud-13-0,orchard-market-15-1,29,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
447,38,roofward,Sera,15,roofward-dialect-8,roofward-glass-13-0,roofward-glass-15-1,29,True,warmer after care,ssrm.v40.dialect.roofward.Sera
450,38,orchard,Ivo,16,orchard-dialect-8,orchard-market-15-1,orchard-satchel-15-2,29,True,warmer after care,ssrm.v40.dialect.orchard.Ivo
453,38,roofward,Sera,16,roofward-dialect-8,roofward-glass-15-1,roofward-warm-15-2,29,True,warmer after care,ssrm.v40.dialect.roofward.Sera
456,39,orchard,Mara,16,orchard-dialect-8,orchard-satchel-14-3,orchard-satchel-16-3,31,True,warmer after care,ssrm.v40.dialect.orchard.Mara
457,39,repair_ring,Juno,13,repair_ring-dialect-8,repair_ring-wire-10-11,repair_ring-arrival-16-12,34,True,warmer after care,ssrm.v40.dialect.repair_ring.Juno
459,39,roofward,Fay,16,roofward-dialect-8,roofward-glass-14-3,roofward-warm-16-3,31,True,warmer after care,ssrm.v40.dialect.roofward.Fay
460,39,archive,Toma,13,archive-dialect-8,archive-spool-10-11,archive-ink-16-12,34,True,warmer after care,ssrm.v40.dialect.archive.Toma
462,39,orchard,Mara,16,orchard-dialect-8,orchard-satchel-16-3,orchard-market-16-3,29,True,warmer after care,ssrm.v40.dialect.orchard.Mara
